,date,county,cases,deaths
651343,2020-10-21,Shasta,1786,29.0
651344,2020-10-21,Sierra,6,0.0
651345,2020-10-21,Siskiyou,187,0.0
651346,2020-10-21,Solano,7210,74.0
651347,2020-10-21,Sonoma,9073,134.0
651348,2020-10-21,Stanislaus,18098,394.0
651349,2020-10-21,Sutter,1830,12.0
651350,2020-10-21,Tehama,813,8.0
651351,2020-10-21,Trinity,26,0.0
651352,2020-10-21,Tulare,17365,282.0
651353,2020-10-21,Tuolumne,258,4.0
651354,2020-10-21,Ventura,13980,160.0
651355,2020-10-21,Yolo,3099,58.0
651356,2020-10-21,Yuba,1288,10.0
654544,2020-10-22,Alameda,23022,456.0
654545,2020-10-22,Alpine,3,0.0
654546,2020-10-22,Amador,312,16.0
654547,2020-10-22,Butte,3041,52.0
654548,2020-10-22,Calaveras,339,17.0
654549,2020-10-22,Colusa,549,6.0
654550,2020-10-22,Contra Costa,18299,240.0
654551,2020-10-22,Del Norte,178,1.0
654552,2020-10-22,El Dorado,1305,4.0
654553,2020-10-22,Fresno,30328,430.0
654554,2020-10-22,Glenn,640,3.0
654555,2020-10-22,Humboldt,561,9.0
654556,2020-10-22,Imperial,12668,335.0
654557,2020-10-22,Inyo,220,15.0
654558,2020-10-22,Kern,33669,416.0
654559,2020-10-22,Kings,8186,83.0
654560,2020-10-22,Lake,676,15.0
654561,2020-10-22,Lassen,764,1.0
654562,2020-10-22,Los Angeles,294065,6956.0
654563,2020-10-22,Madera,4945,74.0
654564,2020-10-22,Marin,7045,128.0
654565,2020-10-22,Mariposa,78,2.0
654566,2020-10-22,Mendocino,1121,21.0
654567,2020-10-22,Merced,9439,154.0
654568,2020-10-22,Modoc,29,0.0
654569,2020-10-22,Mono,176,2.0
654570,2020-10-22,Monterey,11284,87.0
654571,2020-10-22,Napa,1924,15.0
654572,2020-10-22,Nevada,603,8.0
654573,2020-10-22,Orange,59697,1434.0
654574,2020-10-22,Placer,4052,57.0
654575,2020-10-22,Plumas,58,0.0
654576,2020-10-22,Riverside,65386,1279.0
654577,2020-10-22,Sacramento,25093,482.0
654578,2020-10-22,San Benito,1419,15.0
654579,2020-10-22,San Bernardino,61550,1070.0
654580,2020-10-22,San Diego,53561,866.0
654581,2020-10-22,San Francisco,12003,138.0
654582,2020-10-22,San Joaquin,21528,488.0
654583,2020-10-22,San Luis Obispo,4121,32.0
654584,2020-10-22,San Mateo,10961,157.0
654585,2020-10-22,Santa Barbara,9715,120.0
654586,2020-10-22,Santa Clara,23679,386.0
654587,2020-10-22,Santa Cruz,2753,25.0
654588,2020-10-22,Shasta,1839,30.0
654589,2020-10-22,Sierra,6,0.0
654590,2020-10-22,Siskiyou,188,0.0
654591,2020-10-22,Solano,7254,74.0
654592,2020-10-22,Sonoma,9099,134.0
654593,2020-10-22,Stanislaus,18160,395.0
654594,2020-10-22,Sutter,1837,12.0
654595,2020-10-22,Tehama,824,8.0
654596,2020-10-22,Trinity,26,0.0
654597,2020-10-22,Tulare,17425,284.0
654598,2020-10-22,Tuolumne,262,4.0
654599,2020-10-22,Ventura,14050,162.0
654600,2020-10-22,Yolo,3119,58.0
654601,2020-10-22,Yuba,1293,10.0
657789,2020-10-23,Alameda,23154,456.0
657790,2020-10-23,Alpine,3,0.0
657791,2020-10-23,Amador,316,16.0
657792,2020-10-23,Butte,3047,52.0
657793,2020-10-23,Calaveras,342,18.0
657794,2020-10-23,Colusa,550,6.0
657795,2020-10-23,Contra Costa,18393,240.0
657796,2020-10-23,Del Norte,178,1.0
657797,2020-10-23,El Dorado,1308,4.0
657798,2020-10-23,Fresno,30731,436.0
657799,2020-10-23,Glenn,643,3.0
657800,2020-10-23,Humboldt,562,9.0
657801,2020-10-23,Imperial,12700,335.0
657802,2020-10-23,Inyo,220,15.0
657803,2020-10-23,Kern,33775,416.0
657804,2020-10-23,Kings,8201,83.0
657805,2020-10-23,Lake,678,15.0
657806,2020-10-23,Lassen,766,1.0
657807,2020-10-23,Los Angeles,296821,6974.0
657808,2020-10-23,Madera,4981,74.0
657809,2020-10-23,Marin,7057,128.0
657810,2020-10-23,Mariposa,78,2.0
657811,2020-10-23,Mendocino,1124,21.0
657812,2020-10-23,Merced,9465,155.0
657813,2020-10-23,Modoc,29,0.0
657814,2020-10-23,Mono,177,2.0
657815,2020-10-23,Monterey,11321,89.0
657816,2020-10-23,Napa,1938,15.0
657817,2020-10-23,Nevada,608,8.0
657818,2020-10-23,Orange,59868,1440.0
657819,2020-10-23,Placer,4088,57.0
657820,2020-10-23,Plumas,62,0.0
657821,2020-10-23,Riverside,65757,1279.0
657822,2020-10-23,Sacramento,25263,484.0
657823,2020-10-23,San Benito,1432,15.0
657824,2020-10-23,San Bernardino,61726,1070.0
657825,2020-10-23,San Diego,53991,867.0
657826,2020-10-23,San Francisco,12035,140.0
657827,2020-10-23,San Joaquin,21630,489.0
657828,2020-10-23,San Luis Obispo,4141,32.0
657829,2020-10-23,San Mateo,11002,159.0
657830,2020-10-23,Santa Barbara,9760,120.0
657831,2020-10-23,Santa Clara,23881,389.0
657832,2020-10-23,Santa Cruz,2771,25.0
657833,2020-10-23,Shasta,1839,30.0
657834,2020-10-23,Sierra,6,0.0
657835,2020-10-23,Siskiyou,193,0.0
657836,2020-10-23,Solano,7291,74.0
657837,2020-10-23,Sonoma,9163,134.0
657838,2020-10-23,Stanislaus,18223,396.0
657839,2020-10-23,Sutter,1837,12.0
657840,2020-10-23,Tehama,852,8.0
657841,2020-10-23,Trinity,27,0.0
657842,2020-10-23,Tulare,17495,286.0
657843,2020-10-23,Tuolumne,268,4.0
657844,2020-10-23,Ventura,14124,164.0
657845,2020-10-23,Yolo,3144,58.0
657846,2020-10-23,Yuba,1293,10.0
661033,2020-10-24,Alameda,23236,460.0
661034,2020-10-24,Alpine,3,0.0
661035,2020-10-24,Amador,323,16.0
661036,2020-10-24,Butte,3059,52.0
661037,2020-10-24,Calaveras,342,18.0
661038,2020-10-24,Colusa,550,6.0
661039,2020-10-24,Contra Costa,18483,241.0
661040,2020-10-24,Del Norte,178,1.0
661041,2020-10-24,El Dorado,1310,4.0
661042,2020-10-24,Fresno,30731,436.0
661043,2020-10-24,Glenn,644,3.0
661044,2020-10-24,Humboldt,562,9.0
661045,2020-10-24,Imperial,12700,335.0
661046,2020-10-24,Inyo,226,15.0
661047,2020-10-24,Kern,33813,416.0
661048,2020-10-24,Kings,8218,83.0
661049,2020-10-24,Lake,689,15.0
661050,2020-10-24,Lassen,766,1.0
661051,2020-10-24,Los Angeles,298937,6989.0
661052,2020-10-24,Madera,4981,74.0
661053,2020-10-24,Marin,7075,128.0
661054,2020-10-24,Mariposa,78,2.0
661055,2020-10-24,Mendocino,1127,21.0
661056,2020-10-24,Merced,9465,155.0
661057,2020-10-24,Modoc,29,0.0
661058,2020-10-24,Mono,179,2.0
661059,2020-10-24,Monterey,11372,91.0
661060,2020-10-24,Napa,1943,15.0
661061,2020-10-24,Nevada,608,8.0
661062,2020-10-24,Orange,60184,1444.0
661063,2020-10-24,Placer,4088,57.0
661064,2020-10-24,Plumas,63,0.0
661065,2020-10-24,Riverside,65757,1279.0
661066,2020-10-24,Sacramento,25263,484.0
661067,2020-10-24,San Benito,1436,15.0
661068,2020-10-24,San Bernardino,62353,1072.0
661069,2020-10-24,San Diego,54377,868.0
661070,2020-10-24,San Francisco,12072,140.0
661071,2020-10-24,San Joaquin,21630,489.0
661072,2020-10-24,San Luis Obispo,4141,32.0
661073,2020-10-24,San Mateo,11075,159.0
661074,2020-10-24,Santa Barbara,9760,120.0
661075,2020-10-24,Santa Clara,24014,389.0
661076,2020-10-24,Santa Cruz,2788,25.0
661077,2020-10-24,Shasta,1846,30.0
661078,2020-10-24,Sierra,6,0.0
661079,2020-10-24,Siskiyou,193,0.0
661080,2020-10-24,Solano,7291,74.0
661081,2020-10-24,Sonoma,9245,134.0
661082,2020-10-24,Stanislaus,18296,396.0
661083,2020-10-24,Sutter,1837,12.0
661084,2020-10-24,Tehama,862,8.0
661085,2020-10-24,Trinity,27,0.0
661086,2020-10-24,Tulare,17495,286.0
661087,2020-10-24,Tuolumne,268,4.0
661088,2020-10-24,Ventura,14192,164.0
661089,2020-10-24,Yolo,3166,58.0
661090,2020-10-24,Yuba,1293,10.0
664277,2020-10-25,Alameda,23333,461.0
664278,2020-10-25,Alpine,3,0.0
664279,2020-10-25,Amador,327,16.0
664280,2020-10-25,Butte,3078,52.0
664281,2020-10-25,Calaveras,342,18.0
664282,2020-10-25,Colusa,550,6.0
664283,2020-10-25,Contra Costa,18567,241.0
664284,2020-10-25,Del Norte,178,1.0
664285,2020-10-25,El Dorado,1317,4.0
664286,2020-10-25,Fresno,30752,436.0
664287,2020-10-25,Glenn,650,3.0
664288,2020-10-25,Humboldt,562,9.0
664289,2020-10-25,Imperial,12700,335.0
664290,2020-10-25,Inyo,226,15.0
664291,2020-10-25,Kern,33881,416.0
664292,2020-10-25,Kings,8228,83.0
664293,2020-10-25,Lake,696,15.0
664294,2020-10-25,Lassen,766,1.0
664295,2020-10-25,Los Angeles,299760,6993.0
664296,2020-10-25,Madera,4981,74.0
664297,2020-10-25,Marin,7090,128.0
664298,2020-10-25,Mariposa,78,2.0
664299,2020-10-25,Mendocino,1129,21.0
664300,2020-10-25,Merced,9465,155.0
664301,2020-10-25,Modoc,29,0.0
664302,2020-10-25,Mono,179,2.0
664303,2020-10-25,Monterey,11399,91.0
664304,2020-10-25,Napa,1958,15.0
664305,2020-10-25,Nevada,608,8.0
664306,2020-10-25,Orange,60431,1447.0
664307,2020-10-25,Placer,4093,57.0
664308,2020-10-25,Plumas,63,0.0
664309,2020-10-25,Riverside,65902,1279.0
664310,2020-10-25,Sacramento,25371,484.0
664311,2020-10-25,San Benito,1437,15.0
664312,2020-10-25,San Bernardino,62619,1072.0
664313,2020-10-25,San Diego,54646,870.0
664314,2020-10-25,San Francisco,12106,140.0
664315,2020-10-25,San Joaquin,21630,489.0
664316,2020-10-25,San Luis Obispo,4141,32.0
664317,2020-10-25,San Mateo,11075,159.0
664318,2020-10-25,Santa Barbara,9781,120.0
664319,2020-10-25,Santa Clara,24144,389.0
664320,2020-10-25,Santa Cruz,2802,25.0
664321,2020-10-25,Shasta,1878,30.0
664322,2020-10-25,Sierra,6,0.0
664323,2020-10-25,Siskiyou,193,0.0
664324,2020-10-25,Solano,7291,74.0
664325,2020-10-25,Sonoma,9312,136.0
664326,2020-10-25,Stanislaus,18369,396.0
664327,2020-10-25,Sutter,1837,12.0
664328,2020-10-25,Tehama,872,8.0
664329,2020-10-25,Trinity,26,0.0
664330,2020-10-25,Tulare,17495,286.0
664331,2020-10-25,Tuolumne,269,4.0
664332,2020-10-25,Ventura,14240,164.0
664333,2020-10-25,Yolo,3191,59.0
664334,2020-10-25,Yuba,1293,10.0
667522,2020-10-26,Alameda,23412,461.0
667523,2020-10-26,Alpine,3,0.0
667524,2020-10-26,Amador,329,16.0
667525,2020-10-26,Butte,3087,52.0
667526,2020-10-26,Calaveras,342,18.0
667527,2020-10-26,Colusa,551,6.0
667528,2020-10-26,Contra Costa,18640,242.0
667529,2020-10-26,Del Norte,180,1.0
667530,2020-10-26,El Dorado,1328,4.0
667531,2020-10-26,Fresno,30858,436.0
667532,2020-10-26,Glenn,652,3.0
667533,2020-10-26,Humboldt,567,10.0
667534,2020-10-26,Imperial,12882,335.0
667535,2020-10-26,Inyo,226,15.0
667536,2020-10-26,Kern,33928,416.0
667537,2020-10-26,Kings,8246,83.0
667538,2020-10-26,Lake,695,15.0
667539,2020-10-26,Lassen,766,1.0
667540,2020-10-26,Los Angeles,300614,7000.0
667541,2020-10-26,Madera,5020,74.0
667542,2020-10-26,Marin,7097,128.0
667543,2020-10-26,Mariposa,78,2.0
667544,2020-10-26,Mendocino,1136,21.0
667545,2020-10-26,Merced,9531,155.0
667546,2020-10-26,Modoc,36,0.0
667547,2020-10-26,Mono,180,2.0
667548,2020-10-26,Monterey,11419,91.0
667549,2020-10-26,Napa,1963,15.0
667550,2020-10-26,Nevada,623,8.0
667551,2020-10-26,Orange,60583,1447.0
667552,2020-10-26,Placer,4178,57.0
667553,2020-10-26,Plumas,63,0.0
667554,2020-10-26,Riverside,66732,1295.0
667555,2020-10-26,Sacramento,25600,491.0
667556,2020-10-26,San Benito,1442,15.0
667557,2020-10-26,San Bernardino,62774,1072.0
667558,2020-10-26,San Diego,55004,870.0
667559,2020-10-26,San Francisco,12155,140.0
667560,2020-10-26,San Joaquin,21729,489.0
667561,2020-10-26,San Luis Obispo,4174,32.0
667562,2020-10-26,San Mateo,11149,159.0
667563,2020-10-26,Santa Barbara,9820,122.0
667564,2020-10-26,Santa Clara,24313,389.0
667565,2020-10-26,Santa Cruz,2808,25.0
667566,2020-10-26,Shasta,1889,30.0
667567,2020-10-26,Sierra,6,0.0
667568,2020-10-26,Siskiyou,205,0.0
667569,2020-10-26,Solano,7389,76.0
667570,2020-10-26,Sonoma,9402,136.0
667571,2020-10-26,Stanislaus,18436,397.0
667572,2020-10-26,Sutter,1865,12.0
667573,2020-10-26,Tehama,880,8.0
667574,2020-10-26,Trinity,27,0.0
667575,2020-10-26,Tulare,17590,288.0
667576,2020-10-26,Tuolumne,275,4.0
667577,2020-10-26,Ventura,14300,165.0
667578,2020-10-26,Yolo,3207,59.0
667579,2020-10-26,Yuba,1323,10.0
670765,2020-10-27,Alameda,23492,462.0
670766,2020-10-27,Alpine,3,0.0
670767,2020-10-27,Amador,330,16.0
670768,2020-10-27,Butte,3105,52.0
670769,2020-10-27,Calaveras,347,21.0
670770,2020-10-27,Colusa,553,6.0
670771,2020-10-27,Contra Costa,18718,242.0
670772,2020-10-27,Del Norte,180,1.0
670773,2020-10-27,El Dorado,1336,4.0
670774,2020-10-27,Fresno,31251,439.0
670775,2020-10-27,Glenn,660,3.0
670776,2020-10-27,Humboldt,568,10.0
670777,2020-10-27,Imperial,12967,335.0
670778,2020-10-27,Inyo,226,15.0
670779,2020-10-27,Kern,34027,420.0
670780,2020-10-27,Kings,8370,83.0
670781,2020-10-27,Lake,697,16.0
670782,2020-10-27,Lassen,766,1.0
670783,2020-10-27,Los Angeles,302077,7027.0
670784,2020-10-27,Madera,5037,74.0
670785,2020-10-27,Marin,7099,129.0
670786,2020-10-27,Mariposa,79,2.0
670787,2020-10-27,Mendocino,1142,21.0
670788,2020-10-27,Merced,9572,155.0
670789,2020-10-27,Modoc,36,0.0
670790,2020-10-27,Mono,182,2.0
670791,2020-10-27,Monterey,11472,91.0
670792,2020-10-27,Napa,1976,16.0
670793,2020-10-27,Nevada,628,8.0
670794,2020-10-27,Orange,60836,1454.0
670795,2020-10-27,Placer,4207,57.0
670796,2020-10-27,Plumas,63,0.0
670797,2020-10-27,Riverside,66993,1303.0
670798,2020-10-27,Sacramento,25749,496.0
670799,2020-10-27,San Benito,1442,15.0
670800,2020-10-27,San Bernardino,63367,1073.0
670801,2020-10-27,San Diego,55273,877.0
670802,2020-10-27,San Francisco,12192,140.0
670803,2020-10-27,San Joaquin,21906,490.0
670804,2020-10-27,San Luis Obispo,4191,32.0
670805,2020-10-27,San Mateo,11198,159.0
670806,2020-10-27,Santa Barbara,9863,126.0
670807,2020-10-27,Santa Clara,24425,393.0
670808,2020-10-27,Santa Cruz,2821,25.0
670809,2020-10-27,Shasta,1954,31.0
670810,2020-10-27,Sierra,6,0.0
670811,2020-10-27,Siskiyou,205,0.0
670812,2020-10-27,Solano,7450,76.0
670813,2020-10-27,Sonoma,9494,136.0
670814,2020-10-27,Stanislaus,18467,398.0
670815,2020-10-27,Sutter,1878,12.0
670816,2020-10-27,Tehama,892,8.0
670817,2020-10-27,Trinity,27,0.0
670818,2020-10-27,Tulare,17678,288.0
670819,2020-10-27,Tuolumne,279,4.0
670820,2020-10-27,Ventura,14330,165.0
670821,2020-10-27,Yolo,3219,59.0
670822,2020-10-27,Yuba,1334,10.0
674007,2020-10-28,Alameda,23597,462.0
674008,2020-10-28,Alpine,3,0.0
674009,2020-10-28,Amador,334,16.0
674010,2020-10-28,Butte,3113,53.0
674011,2020-10-28,Calaveras,347,21.0
674012,2020-10-28,Colusa,553,6.0
674013,2020-10-28,Contra Costa,18766,243.0
674014,2020-10-28,Del Norte,180,1.0
674015,2020-10-28,El Dorado,1351,4.0
674016,2020-10-28,Fresno,31251,439.0
674017,2020-10-28,Glenn,667,3.0
674018,2020-10-28,Humboldt,568,10.0
674019,2020-10-28,Imperial,12983,335.0
674020,2020-10-28,Inyo,231,15.0
674021,2020-10-28,Kern,34114,420.0
674022,2020-10-28,Kings,8411,83.0
674023,2020-10-28,Lake,700,16.0
674024,2020-10-28,Lassen,765,1.0
674025,2020-10-28,Los Angeles,303369,7040.0
674026,2020-10-28,Madera,5057,76.0
674027,2020-10-28,Marin,7107,127.0
674028,2020-10-28,Mariposa,80,2.0
674029,2020-10-28,Mendocino,1156,21.0
674030,2020-10-28,Merced,9588,155.0
674031,2020-10-28,Modoc,36,0.0
674032,2020-10-28,Mono,182,2.0
674033,2020-10-28,Monterey,11538,92.0
674034,2020-10-28,Napa,1993,16.0
674035,2020-10-28,Nevada,632,8.0
674036,2020-10-28,Orange,61097,1467.0
674037,2020-10-28,Placer,4248,57.0
674038,2020-10-28,Plumas,63,0.0
674039,2020-10-28,Riverside,67299,1305.0
674040,2020-10-28,Sacramento,25881,499.0
674041,2020-10-28,San Benito,1444,15.0
674042,2020-10-28,San Bernardino,63850,1073.0
674043,2020-10-28,San Diego,55603,881.0
674044,2020-10-28,San Francisco,12244,145.0
674045,2020-10-28,San Joaquin,21988,492.0
674046,2020-10-28,San Luis Obispo,4240,32.0
674047,2020-10-28,San Mateo,11232,159.0
674048,2020-10-28,Santa Barbara,9886,126.0
674049,2020-10-28,Santa Clara,24558,403.0
674050,2020-10-28,Santa Cruz,2848,25.0
674051,2020-10-28,Shasta,1962,31.0
674052,2020-10-28,Sierra,6,0.0
674053,2020-10-28,Siskiyou,214,0.0
674054,2020-10-28,Solano,7485,76.0
674055,2020-10-28,Sonoma,9569,136.0
674056,2020-10-28,Stanislaus,18531,399.0
674057,2020-10-28,Sutter,1889,12.0
674058,2020-10-28,Tehama,913,9.0
674059,2020-10-28,Trinity,29,0.0
674060,2020-10-28,Tulare,17730,291.0
674061,2020-10-28,Tuolumne,285,5.0
674062,2020-10-28,Ventura,14347,166.0
674063,2020-10-28,Yolo,3234,60.0
674064,2020-10-28,Yuba,1338,10.0
677250,2020-10-29,Alameda,23657,463.0
677251,2020-10-29,Alpine,4,0.0
677252,2020-10-29,Amador,336,16.0
677253,2020-10-29,Butte,3134,53.0
677254,2020-10-29,Calaveras,347,21.0
677255,2020-10-29,Colusa,555,6.0
677256,2020-10-29,Contra Costa,18828,243.0
677257,2020-10-29,Del Norte,181,1.0
677258,2020-10-29,El Dorado,1363,4.0
677259,2020-10-29,Fresno,31251,439.0
677260,2020-10-29,Glenn,673,3.0
677261,2020-10-29,Humboldt,569,10.0
677262,2020-10-29,Imperial,13023,337.0
677263,2020-10-29,Inyo,238,15.0
677264,2020-10-29,Kern,34154,422.0
677265,2020-10-29,Kings,8486,83.0
677266,2020-10-29,Lake,700,16.0
677267,2020-10-29,Lassen,771,1.0
677268,2020-10-29,Los Angeles,305070,7044.0
677269,2020-10-29,Madera,5066,76.0
677270,2020-10-29,Marin,7121,127.0
677271,2020-10-29,Mariposa,81,2.0
677272,2020-10-29,Mendocino,1156,21.0
677273,2020-10-29,Merced,9623,155.0
677274,2020-10-29,Modoc,48,0.0
677275,2020-10-29,Mono,182,2.0
677276,2020-10-29,Monterey,11616,95.0
677277,2020-10-29,Napa,2003,16.0
677278,2020-10-29,Nevada,635,8.0
677279,2020-10-29,Orange,61358,1468.0
677280,2020-10-29,Placer,4290,59.0
677281,2020-10-29,Plumas,67,0.0
677282,2020-10-29,Riverside,67552,1306.0
677283,2020-10-29,Sacramento,26017,500.0
677284,2020-10-29,San Benito,1449,15.0
677285,2020-10-29,San Bernardino,64131,1073.0
677286,2020-10-29,San Diego,55961,885.0
677287,2020-10-29,San Francisco,12280,145.0
677288,2020-10-29,San Joaquin,21994,492.0
677289,2020-10-29,San Luis Obispo,4265,32.0
677290,2020-10-29,San Mateo,11278,159.0
677291,2020-10-29,Santa Barbara,9919,126.0
677292,2020-10-29,Santa Clara,24665,405.0
677293,2020-10-29,Santa Cruz,2861,25.0
677294,2020-10-29,Shasta,1999,31.0
677295,2020-10-29,Sierra,6,0.0
677296,2020-10-29,Siskiyou,221,0.0
677297,2020-10-29,Solano,7591,76.0
677298,2020-10-29,Sonoma,9601,136.0
677299,2020-10-29,Stanislaus,18594,400.0
677300,2020-10-29,Sutter,1897,12.0
677301,2020-10-29,Tehama,921,9.0
677302,2020-10-29,Trinity,29,0.0
677303,2020-10-29,Tulare,17800,292.0
677304,2020-10-29,Tuolumne,288,6.0
677305,2020-10-29,Ventura,14409,166.0
677306,2020-10-29,Yolo,3250,60.0
677307,2020-10-29,Yuba,1346,10.0
680493,2020-10-30,Alameda,23796,463.0
680494,2020-10-30,Alpine,4,0.0
680495,2020-10-30,Amador,337,16.0
680496,2020-10-30,Butte,3144,53.0
680497,2020-10-30,Calaveras,354,21.0
680498,2020-10-30,Colusa,557,6.0
680499,2020-10-30,Contra Costa,18933,246.0
680500,2020-10-30,Del Norte,181,1.0
680501,2020-10-30,El Dorado,1370,4.0
680502,2020-10-30,Fresno,31594,443.0
680503,2020-10-30,Glenn,673,3.0
680504,2020-10-30,Humboldt,571,10.0
680505,2020-10-30,Imperial,13038,337.0
680506,2020-10-30,Inyo,238,15.0
680507,2020-10-30,Kern,34308,423.0
680508,2020-10-30,Kings,8502,83.0
680509,2020-10-30,Lake,702,17.0
680510,2020-10-30,Lassen,772,1.0
680511,2020-10-30,Los Angeles,306327,7056.0
680512,2020-10-30,Madera,5094,76.0
680513,2020-10-30,Marin,7131,127.0
680514,2020-10-30,Mariposa,81,2.0
680515,2020-10-30,Mendocino,1165,21.0
680516,2020-10-30,Merced,9674,156.0
680517,2020-10-30,Modoc,48,0.0
680518,2020-10-30,Mono,182,2.0
680519,2020-10-30,Monterey,11705,95.0
680520,2020-10-30,Napa,2022,16.0
680521,2020-10-30,Nevada,642,9.0
680522,2020-10-30,Orange,61671,1475.0
680523,2020-10-30,Placer,4353,59.0
680524,2020-10-30,Plumas,69,0.0
680525,2020-10-30,Riverside,68050,1319.0
680526,2020-10-30,Sacramento,26184,500.0
680527,2020-10-30,San Benito,1461,15.0
680528,2020-10-30,San Bernardino,64367,1074.0
680529,2020-10-30,San Diego,56432,888.0
680530,2020-10-30,San Francisco,12323,147.0
680531,2020-10-30,San Joaquin,22106,494.0
680532,2020-10-30,San Luis Obispo,4298,32.0
680533,2020-10-30,San Mateo,11341,161.0
680534,2020-10-30,Santa Barbara,9944,128.0
680535,2020-10-30,Santa Clara,24867,407.0
680536,2020-10-30,Santa Cruz,2884,26.0
680537,2020-10-30,Shasta,2046,31.0
680538,2020-10-30,Sierra,6,0.0
680539,2020-10-30,Siskiyou,241,0.0
680540,2020-10-30,Solano,7639,76.0
680541,2020-10-30,Sonoma,9646,136.0
680542,2020-10-30,Stanislaus,18656,401.0
680543,2020-10-30,Sutter,1912,12.0
680544,2020-10-30,Tehama,925,9.0
680545,2020-10-30,Trinity,29,0.0
680546,2020-10-30,Tulare,17852,293.0
680547,2020-10-30,Tuolumne,291,6.0
680548,2020-10-30,Ventura,14486,166.0
680549,2020-10-30,Yolo,3266,60.0
680550,2020-10-30,Yuba,1353,10.0
683736,2020-10-31,Alameda,23897,464.0
683737,2020-10-31,Alpine,4,0.0
683738,2020-10-31,Amador,343,16.0
683739,2020-10-31,Butte,3160,53.0
683740,2020-10-31,Calaveras,354,21.0
683741,2020-10-31,Colusa,557,6.0
683742,2020-10-31,Contra Costa,19074,246.0
683743,2020-10-31,Del Norte,181,1.0
683744,2020-10-31,El Dorado,1386,4.0
683745,2020-10-31,Fresno,31594,443.0
683746,2020-10-31,Glenn,674,3.0
683747,2020-10-31,Humboldt,571,10.0
683748,2020-10-31,Imperial,13038,337.0
683749,2020-10-31,Inyo,241,15.0
683750,2020-10-31,Kern,34378,424.0
683751,2020-10-31,Kings,8564,83.0
683752,2020-10-31,Lake,720,17.0
683753,2020-10-31,Lassen,777,1.0
683754,2020-10-31,Los Angeles,307618,7071.0
683755,2020-10-31,Madera,5094,76.0
683756,2020-10-31,Marin,7145,127.0
683757,2020-10-31,Mariposa,81,2.0
683758,2020-10-31,Mendocino,1165,21.0
683759,2020-10-31,Merced,9674,156.0
683760,2020-10-31,Modoc,48,0.0
683761,2020-10-31,Mono,193,2.0
683762,2020-10-31,Monterey,11752,96.0
683763,2020-10-31,Napa,2029,16.0
683764,2020-10-31,Nevada,642,9.0
683765,2020-10-31,Orange,61836,1483.0
683766,2020-10-31,Placer,4353,59.0
683767,2020-10-31,Plumas,80,0.0
683768,2020-10-31,Riverside,68050,1319.0
683769,2020-10-31,Sacramento,26184,500.0
683770,2020-10-31,San Benito,1464,15.0
683771,2020-10-31,San Bernardino,64952,1078.0
683772,2020-10-31,San Diego,56813,891.0
683773,2020-10-31,San Francisco,12402,148.0
683774,2020-10-31,San Joaquin,22106,494.0
683775,2020-10-31,San Luis Obispo,4298,32.0
683776,2020-10-31,San Mateo,11371,161.0
683777,2020-10-31,Santa Barbara,9944,128.0
683778,2020-10-31,Santa Clara,24986,407.0
683779,2020-10-31,Santa Cruz,2884,26.0
683780,2020-10-31,Shasta,2048,31.0
683781,2020-10-31,Sierra,6,0.0
683782,2020-10-31,Siskiyou,241,0.0
683783,2020-10-31,Solano,7639,76.0
683784,2020-10-31,Sonoma,9686,136.0
683785,2020-10-31,Stanislaus,18725,401.0
683786,2020-10-31,Sutter,1912,12.0
683787,2020-10-31,Tehama,932,9.0
683788,2020-10-31,Trinity,30,0.0
683789,2020-10-31,Tulare,17852,293.0
683790,2020-10-31,Tuolumne,291,6.0
683791,2020-10-31,Ventura,14578,166.0
683792,2020-10-31,Yolo,3292,60.0
683793,2020-10-31,Yuba,1353,10.0
686980,2020-11-01,Alameda,24015,464.0
686981,2020-11-01,Alpine,4,0.0
686982,2020-11-01,Amador,346,16.0
686983,2020-11-01,Butte,3172,53.0
686984,2020-11-01,Calaveras,354,21.0
686985,2020-11-01,Colusa,557,6.0
686986,2020-11-01,Contra Costa,19161,246.0
686987,2020-11-01,Del Norte,181,1.0
686988,2020-11-01,El Dorado,1390,4.0
686989,2020-11-01,Fresno,31594,443.0
686990,2020-11-01,Glenn,678,3.0
686991,2020-11-01,Humboldt,571,10.0
686992,2020-11-01,Imperial,13038,337.0
686993,2020-11-01,Inyo,241,15.0
686994,2020-11-01,Kern,34457,424.0
686995,2020-11-01,Kings,8612,83.0
686996,2020-11-01,Lake,724,18.0
686997,2020-11-01,Lassen,782,1.0
686998,2020-11-01,Los Angeles,309190,7074.0
686999,2020-11-01,Madera,5094,76.0
687000,2020-11-01,Marin,7155,127.0
687001,2020-11-01,Mariposa,81,2.0
687002,2020-11-01,Mendocino,1176,21.0
687003,2020-11-01,Merced,9674,156.0
687004,2020-11-01,Modoc,48,0.0
687005,2020-11-01,Mono,194,2.0
687006,2020-11-01,Monterey,11802,96.0
687007,2020-11-01,Napa,2041,16.0
687008,2020-11-01,Nevada,644,9.0
687009,2020-11-01,Orange,62080,1484.0
687010,2020-11-01,Placer,4374,59.0
687011,2020-11-01,Plumas,85,0.0
687012,2020-11-01,Riverside,68178,1319.0
687013,2020-11-01,Sacramento,26315,500.0
687014,2020-11-01,San Benito,1473,15.0
687015,2020-11-01,San Bernardino,65207,1078.0
687016,2020-11-01,San Diego,57165,891.0
687017,2020-11-01,San Francisco,12457,148.0
