,date,county,cases,deaths
5,2020-01-25,Orange,1,0.0
9,2020-01-26,Los Angeles,1,0.0
10,2020-01-26,Orange,1,0.0
14,2020-01-27,Los Angeles,1,0.0
15,2020-01-27,Orange,1,0.0
19,2020-01-28,Los Angeles,1,0.0
20,2020-01-28,Orange,1,0.0
24,2020-01-29,Los Angeles,1,0.0
25,2020-01-29,Orange,1,0.0
29,2020-01-30,Los Angeles,1,0.0
30,2020-01-30,Orange,1,0.0
34,2020-01-31,Los Angeles,1,0.0
35,2020-01-31,Orange,1,0.0
36,2020-01-31,Santa Clara,1,0.0
40,2020-02-01,Los Angeles,1,0.0
41,2020-02-01,Orange,1,0.0
42,2020-02-01,Santa Clara,1,0.0
47,2020-02-02,Los Angeles,1,0.0
48,2020-02-02,Orange,1,0.0
49,2020-02-02,San Francisco,2,0.0
50,2020-02-02,Santa Clara,2,0.0
55,2020-02-03,Los Angeles,1,0.0
56,2020-02-03,Orange,1,0.0
57,2020-02-03,San Francisco,2,0.0
58,2020-02-03,Santa Clara,2,0.0
63,2020-02-04,Los Angeles,1,0.0
64,2020-02-04,Orange,1,0.0
65,2020-02-04,San Francisco,2,0.0
66,2020-02-04,Santa Clara,2,0.0
71,2020-02-05,Los Angeles,1,0.0
72,2020-02-05,Orange,1,0.0
73,2020-02-05,San Francisco,2,0.0
74,2020-02-05,Santa Clara,2,0.0
80,2020-02-06,Los Angeles,1,0.0
81,2020-02-06,Orange,1,0.0
82,2020-02-06,San Francisco,2,0.0
83,2020-02-06,Santa Clara,2,0.0
89,2020-02-07,Los Angeles,1,0.0
90,2020-02-07,Orange,1,0.0
91,2020-02-07,San Francisco,2,0.0
92,2020-02-07,Santa Clara,2,0.0
98,2020-02-08,Los Angeles,1,0.0
99,2020-02-08,Orange,1,0.0
100,2020-02-08,San Francisco,2,0.0
101,2020-02-08,Santa Clara,2,0.0
107,2020-02-09,Los Angeles,1,0.0
108,2020-02-09,Orange,1,0.0
109,2020-02-09,San Francisco,2,0.0
110,2020-02-09,Santa Clara,2,0.0
116,2020-02-10,Los Angeles,1,0.0
117,2020-02-10,Orange,1,0.0
118,2020-02-10,San Diego,1,0.0
119,2020-02-10,San Francisco,2,0.0
120,2020-02-10,Santa Clara,2,0.0
126,2020-02-11,Los Angeles,1,0.0
127,2020-02-11,Orange,1,0.0
128,2020-02-11,San Diego,1,0.0
129,2020-02-11,San Francisco,2,0.0
130,2020-02-11,Santa Clara,2,0.0
136,2020-02-12,Los Angeles,1,0.0
137,2020-02-12,Orange,1,0.0
138,2020-02-12,San Diego,1,0.0
139,2020-02-12,San Francisco,2,0.0
140,2020-02-12,Santa Clara,2,0.0
147,2020-02-13,Los Angeles,1,0.0
148,2020-02-13,Orange,1,0.0
149,2020-02-13,San Diego,1,0.0
150,2020-02-13,San Francisco,2,0.0
151,2020-02-13,Santa Clara,2,0.0
158,2020-02-14,Los Angeles,1,0.0
159,2020-02-14,Orange,1,0.0
160,2020-02-14,San Diego,1,0.0
161,2020-02-14,San Francisco,2,0.0
162,2020-02-14,Santa Clara,2,0.0
169,2020-02-15,Los Angeles,1,0.0
170,2020-02-15,Orange,1,0.0
171,2020-02-15,San Diego,1,0.0
172,2020-02-15,San Francisco,2,0.0
173,2020-02-15,Santa Clara,2,0.0
180,2020-02-16,Los Angeles,1,0.0
181,2020-02-16,Orange,1,0.0
182,2020-02-16,San Diego,1,0.0
183,2020-02-16,San Francisco,2,0.0
184,2020-02-16,Santa Clara,2,0.0
191,2020-02-17,Los Angeles,1,0.0
192,2020-02-17,Orange,1,0.0
193,2020-02-17,San Diego,1,0.0
194,2020-02-17,San Francisco,2,0.0
195,2020-02-17,Santa Clara,2,0.0
203,2020-02-18,Los Angeles,1,0.0
204,2020-02-18,Orange,1,0.0
205,2020-02-18,San Diego,1,0.0
206,2020-02-18,San Francisco,2,0.0
207,2020-02-18,Santa Clara,2,0.0
215,2020-02-19,Los Angeles,1,0.0
216,2020-02-19,Orange,1,0.0
217,2020-02-19,San Diego,1,0.0
218,2020-02-19,San Francisco,2,0.0
219,2020-02-19,Santa Clara,2,0.0
227,2020-02-20,Humboldt,1,0.0
228,2020-02-20,Los Angeles,1,0.0
229,2020-02-20,Orange,1,0.0
230,2020-02-20,San Diego,1,0.0
231,2020-02-20,San Francisco,2,0.0
232,2020-02-20,Santa Clara,2,0.0
240,2020-02-21,Humboldt,1,0.0
241,2020-02-21,Los Angeles,1,0.0
242,2020-02-21,Orange,1,0.0
243,2020-02-21,Sacramento,1,0.0
244,2020-02-21,San Diego,1,0.0
245,2020-02-21,San Francisco,2,0.0
246,2020-02-21,Santa Clara,2,0.0
254,2020-02-22,Humboldt,1,0.0
255,2020-02-22,Los Angeles,1,0.0
256,2020-02-22,Orange,1,0.0
257,2020-02-22,Sacramento,1,0.0
258,2020-02-22,San Diego,1,0.0
259,2020-02-22,San Francisco,2,0.0
260,2020-02-22,Santa Clara,2,0.0
268,2020-02-23,Humboldt,1,0.0
269,2020-02-23,Los Angeles,1,0.0
270,2020-02-23,Orange,1,0.0
271,2020-02-23,Sacramento,1,0.0
272,2020-02-23,San Diego,1,0.0
273,2020-02-23,San Francisco,2,0.0
274,2020-02-23,Santa Clara,2,0.0
282,2020-02-24,Humboldt,1,0.0
283,2020-02-24,Los Angeles,1,0.0
284,2020-02-24,Orange,1,0.0
285,2020-02-24,Sacramento,1,0.0
286,2020-02-24,San Diego,1,0.0
287,2020-02-24,San Francisco,3,0.0
288,2020-02-24,Santa Clara,2,0.0
289,2020-02-24,Solano,1,0.0
298,2020-02-25,Humboldt,1,0.0
299,2020-02-25,Los Angeles,1,0.0
300,2020-02-25,Orange,1,0.0
301,2020-02-25,Sacramento,1,0.0
302,2020-02-25,San Diego,1,0.0
303,2020-02-25,San Francisco,3,0.0
304,2020-02-25,Santa Clara,2,0.0
305,2020-02-25,Solano,1,0.0
315,2020-02-26,Humboldt,1,0.0
316,2020-02-26,Los Angeles,1,0.0
317,2020-02-26,Marin,1,0.0
318,2020-02-26,Napa,1,0.0
319,2020-02-26,Orange,1,0.0
320,2020-02-26,Sacramento,3,0.0
321,2020-02-26,San Diego,1,0.0
322,2020-02-26,San Francisco,3,0.0
323,2020-02-26,Santa Clara,2,0.0
324,2020-02-26,Solano,11,0.0
325,2020-02-26,Sonoma,1,0.0
335,2020-02-27,Humboldt,1,0.0
336,2020-02-27,Los Angeles,1,0.0
337,2020-02-27,Marin,1,0.0
338,2020-02-27,Napa,1,0.0
339,2020-02-27,Orange,1,0.0
340,2020-02-27,Sacramento,3,0.0
341,2020-02-27,San Diego,1,0.0
342,2020-02-27,San Francisco,3,0.0
343,2020-02-27,Santa Clara,2,0.0
344,2020-02-27,Solano,11,0.0
345,2020-02-27,Sonoma,1,0.0
355,2020-02-28,Humboldt,1,0.0
356,2020-02-28,Los Angeles,1,0.0
357,2020-02-28,Marin,1,0.0
358,2020-02-28,Napa,1,0.0
359,2020-02-28,Orange,1,0.0
360,2020-02-28,Sacramento,3,0.0
361,2020-02-28,San Diego,1,0.0
362,2020-02-28,San Francisco,3,0.0
363,2020-02-28,Santa Clara,3,0.0
364,2020-02-28,Solano,11,0.0
365,2020-02-28,Sonoma,1,0.0
377,2020-02-29,Humboldt,1,0.0
378,2020-02-29,Los Angeles,1,0.0
379,2020-02-29,Marin,1,0.0
380,2020-02-29,Napa,1,0.0
381,2020-02-29,Orange,1,0.0
382,2020-02-29,Sacramento,3,0.0
383,2020-02-29,San Diego,1,0.0
384,2020-02-29,San Francisco,3,0.0
385,2020-02-29,Santa Clara,4,0.0
386,2020-02-29,Solano,11,0.0
387,2020-02-29,Sonoma,1,0.0
399,2020-03-01,Alameda,1,0.0
400,2020-03-01,Humboldt,1,0.0
401,2020-03-01,Los Angeles,1,0.0
402,2020-03-01,Marin,1,0.0
403,2020-03-01,Napa,1,0.0
404,2020-03-01,Orange,1,0.0
405,2020-03-01,Sacramento,3,0.0
406,2020-03-01,San Diego,1,0.0
407,2020-03-01,San Francisco,3,0.0
408,2020-03-01,Santa Clara,7,0.0
409,2020-03-01,Solano,12,0.0
410,2020-03-01,Sonoma,1,0.0
426,2020-03-02,Alameda,1,0.0
427,2020-03-02,Humboldt,1,0.0
428,2020-03-02,Los Angeles,1,0.0
429,2020-03-02,Marin,1,0.0
430,2020-03-02,Napa,1,0.0
431,2020-03-02,Orange,1,0.0
432,2020-03-02,Placer,1,0.0
433,2020-03-02,Sacramento,3,0.0
434,2020-03-02,San Diego,1,0.0
435,2020-03-02,San Francisco,3,0.0
436,2020-03-02,San Mateo,1,0.0
437,2020-03-02,Santa Clara,9,0.0
438,2020-03-02,Solano,12,0.0
439,2020-03-02,Sonoma,2,0.0
459,2020-03-03,Alameda,2,0.0
460,2020-03-03,Contra Costa,1,0.0
461,2020-03-03,Humboldt,1,0.0
462,2020-03-03,Los Angeles,1,0.0
463,2020-03-03,Marin,1,0.0
464,2020-03-03,Napa,1,0.0
465,2020-03-03,Orange,3,0.0
466,2020-03-03,Placer,2,0.0
467,2020-03-03,Sacramento,3,0.0
468,2020-03-03,San Diego,1,0.0
469,2020-03-03,San Francisco,3,0.0
470,2020-03-03,San Mateo,1,0.0
471,2020-03-03,Santa Clara,11,0.0
472,2020-03-03,Solano,12,0.0
473,2020-03-03,Sonoma,2,0.0
494,2020-03-04,Alameda,2,0.0
495,2020-03-04,Contra Costa,1,0.0
496,2020-03-04,Humboldt,1,0.0
497,2020-03-04,Los Angeles,7,0.0
498,2020-03-04,Marin,1,0.0
499,2020-03-04,Napa,1,0.0
500,2020-03-04,Orange,3,0.0
501,2020-03-04,Placer,2,1.0
502,2020-03-04,Sacramento,3,0.0
503,2020-03-04,San Diego,1,0.0
504,2020-03-04,San Francisco,3,0.0
505,2020-03-04,San Mateo,1,0.0
506,2020-03-04,Santa Clara,14,0.0
507,2020-03-04,Solano,12,0.0
508,2020-03-04,Sonoma,3,0.0
533,2020-03-05,Alameda,2,0.0
534,2020-03-05,Contra Costa,1,0.0
535,2020-03-05,Humboldt,1,0.0
536,2020-03-05,Los Angeles,11,0.0
537,2020-03-05,Marin,1,0.0
538,2020-03-05,Napa,1,0.0
539,2020-03-05,Orange,3,0.0
540,2020-03-05,Placer,2,1.0
541,2020-03-05,Sacramento,3,0.0
542,2020-03-05,San Diego,1,0.0
543,2020-03-05,San Francisco,5,0.0
544,2020-03-05,San Mateo,1,0.0
545,2020-03-05,Santa Clara,20,0.0
546,2020-03-05,Solano,12,0.0
547,2020-03-05,Sonoma,3,0.0
583,2020-03-06,Alameda,3,0.0
584,2020-03-06,Contra Costa,4,0.0
585,2020-03-06,Humboldt,1,0.0
586,2020-03-06,Los Angeles,13,0.0
587,2020-03-06,Marin,1,0.0
588,2020-03-06,Napa,1,0.0
589,2020-03-06,Orange,3,0.0
590,2020-03-06,Placer,5,1.0
591,2020-03-06,Sacramento,3,0.0
592,2020-03-06,San Diego,1,0.0
593,2020-03-06,San Francisco,5,0.0
594,2020-03-06,San Mateo,1,0.0
595,2020-03-06,Santa Clara,24,0.0
596,2020-03-06,Solano,12,0.0
597,2020-03-06,Sonoma,3,0.0
598,2020-03-06,Yolo,1,0.0
657,2020-03-07,Alameda,3,0.0
658,2020-03-07,Contra Costa,4,0.0
659,2020-03-07,Fresno,1,0.0
660,2020-03-07,Humboldt,1,0.0
661,2020-03-07,Los Angeles,14,0.0
662,2020-03-07,Madera,1,0.0
663,2020-03-07,Marin,1,0.0
664,2020-03-07,Napa,1,0.0
665,2020-03-07,Orange,3,0.0
666,2020-03-07,Placer,5,1.0
667,2020-03-07,Riverside,1,0.0
668,2020-03-07,Sacramento,3,0.0
669,2020-03-07,San Diego,1,0.0
670,2020-03-07,San Francisco,11,0.0
671,2020-03-07,San Mateo,1,0.0
672,2020-03-07,Santa Clara,32,0.0
673,2020-03-07,Santa Cruz,1,0.0
674,2020-03-07,Solano,12,0.0
675,2020-03-07,Sonoma,3,0.0
676,2020-03-07,Yolo,1,0.0
752,2020-03-08,Alameda,3,0.0
753,2020-03-08,Contra Costa,9,0.0
754,2020-03-08,Fresno,1,0.0
755,2020-03-08,Humboldt,1,0.0
756,2020-03-08,Los Angeles,14,0.0
757,2020-03-08,Madera,1,0.0
758,2020-03-08,Marin,1,0.0
759,2020-03-08,Napa,1,0.0
760,2020-03-08,Orange,3,0.0
761,2020-03-08,Placer,7,1.0
762,2020-03-08,Riverside,1,0.0
763,2020-03-08,Sacramento,3,0.0
764,2020-03-08,San Diego,1,0.0
765,2020-03-08,San Francisco,11,0.0
766,2020-03-08,San Mateo,1,0.0
767,2020-03-08,Santa Clara,37,0.0
768,2020-03-08,Santa Cruz,1,0.0
769,2020-03-08,Solano,12,0.0
770,2020-03-08,Sonoma,3,0.0
771,2020-03-08,Yolo,1,0.0
866,2020-03-09,Alameda,24,0.0
867,2020-03-09,Contra Costa,9,0.0
868,2020-03-09,Fresno,1,0.0
869,2020-03-09,Humboldt,1,0.0
870,2020-03-09,Los Angeles,19,0.0
871,2020-03-09,Madera,1,0.0
872,2020-03-09,Marin,2,0.0
873,2020-03-09,Napa,1,0.0
874,2020-03-09,Orange,5,0.0
875,2020-03-09,Placer,7,1.0
876,2020-03-09,Riverside,4,0.0
877,2020-03-09,Sacramento,9,0.0
878,2020-03-09,San Diego,2,0.0
879,2020-03-09,San Francisco,16,0.0
880,2020-03-09,San Mateo,9,0.0
881,2020-03-09,Santa Clara,43,1.0
882,2020-03-09,Santa Cruz,2,0.0
883,2020-03-09,Shasta,1,0.0
884,2020-03-09,Solano,12,0.0
885,2020-03-09,Sonoma,3,0.0
886,2020-03-09,Yolo,1,0.0
998,2020-03-10,Alameda,25,0.0
999,2020-03-10,Contra Costa,9,0.0
1000,2020-03-10,Fresno,1,0.0
1001,2020-03-10,Humboldt,1,0.0
1002,2020-03-10,Los Angeles,20,0.0
1003,2020-03-10,Madera,1,0.0
1004,2020-03-10,Marin,2,0.0
1005,2020-03-10,Napa,1,0.0
1006,2020-03-10,Orange,5,0.0
1007,2020-03-10,Placer,7,1.0
1008,2020-03-10,Riverside,4,0.0
1009,2020-03-10,Sacramento,9,1.0
1010,2020-03-10,San Diego,2,0.0
1011,2020-03-10,San Francisco,17,0.0
1012,2020-03-10,San Joaquin,1,0.0
1013,2020-03-10,San Mateo,9,0.0
1014,2020-03-10,Santa Clara,45,1.0
1015,2020-03-10,Santa Cruz,2,0.0
1016,2020-03-10,Shasta,1,0.0
1017,2020-03-10,Solano,12,0.0
1018,2020-03-10,Sonoma,3,0.0
1019,2020-03-10,Ventura,1,0.0
1020,2020-03-10,Yolo,1,0.0
1164,2020-03-11,Alameda,25,0.0
1165,2020-03-11,Contra Costa,9,0.0
1166,2020-03-11,Fresno,1,0.0
1167,2020-03-11,Humboldt,1,0.0
1168,2020-03-11,Los Angeles,28,1.0
1169,2020-03-11,Madera,1,0.0
1170,2020-03-11,Marin,4,0.0
1171,2020-03-11,Napa,1,0.0
1172,2020-03-11,Orange,6,0.0
1173,2020-03-11,Placer,7,1.0
1174,2020-03-11,Riverside,4,0.0
1175,2020-03-11,Sacramento,9,1.0
1176,2020-03-11,San Diego,2,0.0
1177,2020-03-11,San Francisco,17,0.0
1178,2020-03-11,San Joaquin,1,0.0
1179,2020-03-11,San Mateo,15,0.0
1180,2020-03-11,Santa Clara,48,1.0
1181,2020-03-11,Santa Cruz,2,0.0
1182,2020-03-11,Shasta,1,0.0
1183,2020-03-11,Solano,12,0.0
1184,2020-03-11,Sonoma,3,0.0
1185,2020-03-11,Stanislaus,2,0.0
1186,2020-03-11,Ventura,2,0.0
1187,2020-03-11,Yolo,1,0.0
1370,2020-03-12,Alameda,29,0.0
1371,2020-03-12,Contra Costa,9,0.0
1372,2020-03-12,Fresno,1,0.0
1373,2020-03-12,Humboldt,1,0.0
1374,2020-03-12,Los Angeles,32,1.0
1375,2020-03-12,Madera,1,0.0
1376,2020-03-12,Marin,4,0.0
1377,2020-03-12,Napa,1,0.0
1378,2020-03-12,Orange,6,0.0
1379,2020-03-12,Placer,7,1.0
1380,2020-03-12,Riverside,6,0.0
1381,2020-03-12,Sacramento,16,1.0
1382,2020-03-12,San Diego,5,0.0
1383,2020-03-12,San Francisco,21,0.0
1384,2020-03-12,San Joaquin,3,0.0
1385,2020-03-12,San Mateo,20,0.0
1386,2020-03-12,Santa Clara,66,1.0
1387,2020-03-12,Santa Cruz,2,0.0
1388,2020-03-12,Shasta,1,0.0
1389,2020-03-12,Solano,12,0.0
1390,2020-03-12,Sonoma,3,0.0
1391,2020-03-12,Stanislaus,2,0.0
1392,2020-03-12,Tulare,1,0.0
1393,2020-03-12,Ventura,2,0.0
1394,2020-03-12,Yolo,1,0.0
1630,2020-03-13,Alameda,29,0.0
1631,2020-03-13,Contra Costa,25,0.0
1632,2020-03-13,Fresno,1,0.0
1633,2020-03-13,Humboldt,1,0.0
1634,2020-03-13,Los Angeles,40,1.0
1635,2020-03-13,Madera,1,0.0
1636,2020-03-13,Marin,4,0.0
1637,2020-03-13,Napa,1,0.0
1638,2020-03-13,Orange,13,0.0
1639,2020-03-13,Placer,7,1.0
1640,2020-03-13,Riverside,10,0.0
1641,2020-03-13,Sacramento,16,1.0
1642,2020-03-13,San Benito,1,0.0
1643,2020-03-13,San Diego,9,0.0
1644,2020-03-13,San Francisco,26,0.0
1645,2020-03-13,San Joaquin,8,0.0
1646,2020-03-13,San Mateo,20,0.0
1647,2020-03-13,Santa Clara,79,2.0
1648,2020-03-13,Santa Cruz,2,0.0
1649,2020-03-13,Shasta,1,0.0
1650,2020-03-13,Solano,12,0.0
1651,2020-03-13,Sonoma,3,0.0
1652,2020-03-13,Stanislaus,2,0.0
1653,2020-03-13,Tulare,2,0.0
1654,2020-03-13,Ventura,5,0.0
1655,2020-03-13,Yolo,2,0.0
1947,2020-03-14,Alameda,29,0.0
1948,2020-03-14,Contra Costa,25,0.0
1949,2020-03-14,Fresno,2,0.0
1950,2020-03-14,Humboldt,1,0.0
1951,2020-03-14,Los Angeles,53,1.0
1952,2020-03-14,Madera,1,0.0
1953,2020-03-14,Marin,4,0.0
1954,2020-03-14,Napa,1,0.0
1955,2020-03-14,Orange,14,0.0
1956,2020-03-14,Placer,8,1.0
1957,2020-03-14,Riverside,10,0.0
1958,2020-03-14,Sacramento,28,1.0
1959,2020-03-14,San Benito,1,0.0
1960,2020-03-14,San Diego,10,0.0
1961,2020-03-14,San Francisco,31,0.0
1962,2020-03-14,San Joaquin,8,0.0
1963,2020-03-14,San Luis Obispo,1,0.0
1964,2020-03-14,San Mateo,32,0.0
1965,2020-03-14,Santa Clara,91,2.0
1966,2020-03-14,Santa Cruz,2,0.0
1967,2020-03-14,Shasta,1,0.0
1968,2020-03-14,Solano,12,0.0
1969,2020-03-14,Sonoma,4,0.0
1970,2020-03-14,Stanislaus,2,0.0
1971,2020-03-14,Tulare,3,0.0
1972,2020-03-14,Ventura,5,0.0
1973,2020-03-14,Yolo,2,0.0
2326,2020-03-15,Alameda,37,0.0
2327,2020-03-15,Contra Costa,25,0.0
2328,2020-03-15,Fresno,2,0.0
2329,2020-03-15,Humboldt,1,0.0
2330,2020-03-15,Los Angeles,69,1.0
2331,2020-03-15,Madera,1,0.0
2332,2020-03-15,Marin,4,0.0
2333,2020-03-15,Napa,1,0.0
2334,2020-03-15,Orange,17,0.0
2335,2020-03-15,Placer,8,1.0
2336,2020-03-15,Riverside,12,0.0
2337,2020-03-15,Sacramento,32,1.0
2338,2020-03-15,San Benito,1,0.0
2339,2020-03-15,San Bernardino,1,0.0
2340,2020-03-15,San Diego,40,0.0
2341,2020-03-15,San Francisco,37,0.0
2342,2020-03-15,San Joaquin,8,0.0
2343,2020-03-15,San Luis Obispo,2,0.0
2344,2020-03-15,San Mateo,32,1.0
2345,2020-03-15,Santa Barbara,1,0.0
2346,2020-03-15,Santa Clara,114,2.0
2347,2020-03-15,Santa Cruz,2,0.0
2348,2020-03-15,Shasta,1,0.0
2349,2020-03-15,Solano,13,0.0
2350,2020-03-15,Sonoma,5,0.0
2351,2020-03-15,Stanislaus,2,0.0
2352,2020-03-15,Tulare,3,0.0
2353,2020-03-15,Ventura,5,0.0
2354,2020-03-15,Yolo,2,0.0
2760,2020-03-16,Alameda,40,0.0
2761,2020-03-16,Contra Costa,34,0.0
2762,2020-03-16,Fresno,2,0.0
2763,2020-03-16,Humboldt,1,0.0
2764,2020-03-16,Los Angeles,94,1.0
2765,2020-03-16,Madera,1,0.0
2766,2020-03-16,Marin,4,0.0
2767,2020-03-16,Napa,1,0.0
2768,2020-03-16,Nevada,1,0.0
2769,2020-03-16,Orange,22,0.0
2770,2020-03-16,Placer,8,1.0
2771,2020-03-16,Riverside,14,2.0
2772,2020-03-16,Sacramento,32,2.0
2773,2020-03-16,San Benito,1,0.0
2774,2020-03-16,San Bernardino,2,0.0
2775,2020-03-16,San Diego,56,0.0
2776,2020-03-16,San Francisco,43,0.0
2777,2020-03-16,San Joaquin,9,0.0
2778,2020-03-16,San Luis Obispo,3,0.0
2779,2020-03-16,San Mateo,42,1.0
2780,2020-03-16,Santa Barbara,1,0.0
2781,2020-03-16,Santa Clara,138,4.0
2782,2020-03-16,Santa Cruz,2,0.0
2783,2020-03-16,Shasta,1,0.0
2784,2020-03-16,Solano,15,0.0
2785,2020-03-16,Sonoma,8,0.0
2786,2020-03-16,Stanislaus,3,0.0
2787,2020-03-16,Tulare,3,0.0
2788,2020-03-16,Ventura,5,0.0
2789,2020-03-16,Yolo,2,0.0
3240,2020-03-17,Alameda,49,0.0
3241,2020-03-17,Contra Costa,34,0.0
3242,2020-03-17,Fresno,2,0.0
3243,2020-03-17,Humboldt,1,0.0
3244,2020-03-17,Kern,1,0.0
3245,2020-03-17,Los Angeles,144,1.0
3246,2020-03-17,Madera,1,0.0
3247,2020-03-17,Marin,4,0.0
3248,2020-03-17,Monterey,2,0.0
3249,2020-03-17,Napa,1,0.0
3250,2020-03-17,Nevada,1,0.0
3251,2020-03-17,Orange,29,0.0
3252,2020-03-17,Placer,8,1.0
3253,2020-03-17,Riverside,16,3.0
3254,2020-03-17,Sacramento,39,2.0
3255,2020-03-17,San Benito,2,1.0
3256,2020-03-17,San Bernardino,3,0.0
3257,2020-03-17,San Diego,61,0.0
3258,2020-03-17,San Francisco,46,0.0
3259,2020-03-17,San Joaquin,13,0.0
3260,2020-03-17,San Luis Obispo,6,0.0
3261,2020-03-17,San Mateo,64,1.0
3262,2020-03-17,Santa Barbara,2,0.0
3263,2020-03-17,Santa Clara,155,5.0
3264,2020-03-17,Santa Cruz,2,0.0
3265,2020-03-17,Shasta,1,0.0
3266,2020-03-17,Solano,15,0.0
3267,2020-03-17,Sonoma,9,0.0
3268,2020-03-17,Stanislaus,4,0.0
3269,2020-03-17,Tulare,3,0.0
3270,2020-03-17,Ventura,10,0.0
3271,2020-03-17,Yolo,4,0.0
3793,2020-03-18,Alameda,53,0.0
3794,2020-03-18,Contra Costa,41,0.0
3795,2020-03-18,Fresno,4,0.0
3796,2020-03-18,Humboldt,1,0.0
3797,2020-03-18,Kern,1,0.0
3798,2020-03-18,Los Angeles,190,1.0
3799,2020-03-18,Madera,1,0.0
3800,2020-03-18,Marin,16,0.0
3801,2020-03-18,Mendocino,1,0.0
3802,2020-03-18,Monterey,2,0.0
3803,2020-03-18,Napa,1,0.0
3804,2020-03-18,Nevada,1,0.0
3805,2020-03-18,Orange,42,0.0
3806,2020-03-18,Placer,9,1.0
3807,2020-03-18,Riverside,16,3.0
3808,2020-03-18,Sacramento,39,2.0
3809,2020-03-18,San Benito,5,1.0
3810,2020-03-18,San Bernardino,5,0.0
3811,2020-03-18,San Diego,81,0.0
3812,2020-03-18,San Francisco,51,0.0
3813,2020-03-18,San Joaquin,14,2.0
3814,2020-03-18,San Luis Obispo,7,0.0
3815,2020-03-18,San Mateo,80,1.0
3816,2020-03-18,Santa Barbara,2,0.0
3817,2020-03-18,Santa Clara,175,6.0
3818,2020-03-18,Santa Cruz,2,0.0
3819,2020-03-18,Shasta,1,0.0
3820,2020-03-18,Solano,15,0.0
3821,2020-03-18,Sonoma,9,0.0
3822,2020-03-18,Stanislaus,5,0.0
3823,2020-03-18,Tulare,5,0.0
3824,2020-03-18,Ventura,13,0.0
3825,2020-03-18,Yolo,5,0.0
4453,2020-03-19,Alameda,57,0.0
4454,2020-03-19,Contra Costa,42,0.0
4455,2020-03-19,Fresno,4,0.0
4456,2020-03-19,Humboldt,1,0.0
4457,2020-03-19,Kern,2,0.0
4458,2020-03-19,Los Angeles,231,2.0
4459,2020-03-19,Madera,3,0.0
4460,2020-03-19,Marin,25,0.0
4461,2020-03-19,Mendocino,1,0.0
4462,2020-03-19,Monterey,2,0.0
4463,2020-03-19,Napa,1,0.0
4464,2020-03-19,Nevada,1,0.0
4465,2020-03-19,Orange,53,0.0
4466,2020-03-19,Placer,9,1.0
4467,2020-03-19,Riverside,22,3.0
4468,2020-03-19,Sacramento,44,3.0
4469,2020-03-19,San Benito,5,1.0
4470,2020-03-19,San Bernardino,5,0.0
4471,2020-03-19,San Diego,105,0.0
4472,2020-03-19,San Francisco,73,0.0
4473,2020-03-19,San Joaquin,17,2.0
4474,2020-03-19,San Luis Obispo,13,0.0
4475,2020-03-19,San Mateo,89,1.0
4476,2020-03-19,Santa Barbara,8,0.0
4477,2020-03-19,Santa Clara,189,6.0
4478,2020-03-19,Santa Cruz,2,0.0
4479,2020-03-19,Shasta,1,0.0
4480,2020-03-19,Solano,15,0.0
4481,2020-03-19,Sonoma,11,0.0
4482,2020-03-19,Stanislaus,5,0.0
4483,2020-03-19,Tulare,7,0.0
4484,2020-03-19,Ventura,19,0.0
4485,2020-03-19,Yolo,5,0.0
5226,2020-03-20,Alameda,67,0.0
5227,2020-03-20,Amador,1,0.0
5228,2020-03-20,Contra Costa,46,1.0
5229,2020-03-20,Fresno,10,0.0
5230,2020-03-20,Humboldt,2,0.0
5231,2020-03-20,Imperial,4,0.0
5232,2020-03-20,Kern,2,0.0
5233,2020-03-20,Los Angeles,292,2.0
5234,2020-03-20,Madera,3,0.0
5235,2020-03-20,Marin,38,0.0
5236,2020-03-20,Mendocino,1,0.0
5237,2020-03-20,Monterey,5,0.0
5238,2020-03-20,Napa,1,0.0
5239,2020-03-20,Nevada,1,0.0
5240,2020-03-20,Orange,65,0.0
5241,2020-03-20,Placer,9,1.0
5242,2020-03-20,Riverside,28,4.0
5243,2020-03-20,Sacramento,52,3.0
5244,2020-03-20,San Benito,5,1.0
5245,2020-03-20,San Bernardino,9,0.0
5246,2020-03-20,San Diego,131,0.0
5247,2020-03-20,San Francisco,79,0.0
5248,2020-03-20,San Joaquin,25,2.0
5249,2020-03-20,San Luis Obispo,16,0.0
5250,2020-03-20,San Mateo,100,1.0
5251,2020-03-20,Santa Barbara,9,0.0
5252,2020-03-20,Santa Clara,196,8.0
5253,2020-03-20,Santa Cruz,15,0.0
5254,2020-03-20,Shasta,1,0.0
5255,2020-03-20,Solano,18,0.0
5256,2020-03-20,Sonoma,11,1.0
5257,2020-03-20,Stanislaus,5,0.0
5258,2020-03-20,Tulare,11,0.0
5259,2020-03-20,Ventura,19,0.0
5260,2020-03-20,Yolo,6,0.0
6145,2020-03-21,Alameda,87,0.0
6146,2020-03-21,Amador,1,0.0
6147,2020-03-21,Butte,1,0.0
6148,2020-03-21,Contra Costa,51,1.0
6149,2020-03-21,El Dorado,2,0.0
6150,2020-03-21,Fresno,10,0.0
6151,2020-03-21,Humboldt,2,0.0
6152,2020-03-21,Imperial,4,0.0
6153,2020-03-21,Kern,4,0.0
6154,2020-03-21,Los Angeles,351,4.0
6155,2020-03-21,Madera,3,0.0
6156,2020-03-21,Marin,38,0.0
6157,2020-03-21,Mendocino,1,0.0
